solar_elevation,daylight_hours,hours_since_sunrise,daylight_fraction
34.179742432784536,13.412686627777779,4.179520725555555,0.3116095113189132
34.31302859354645,13.412686627777779,4.199798503333333,0.31312134696679766
34.38939603052939,13.412686627777779,4.211465169999999,0.31399117021626544
34.935109787299304,13.412686627777779,4.295909614444445,0.3202870337362227
34.94043258021751,13.412686627777779,4.296742947777777,0.3203491639683275
34.972343328498965,13.412686627777779,4.301742947777778,0.32072194536095655
35.04309607787305,13.412686627777779,4.312854058888889,0.3215503484556878
35.22776496203584,13.412686627777779,4.342020725555555,0.32372490657935726
35.4594565184771,13.412686627777779,4.37896517,0.32647934686933855
35.329110775809916,13.412686627777779,4.358131836666667,0.3249260910667175
35.278497052529325,13.412686627777779,4.350076281111111,0.32432549882303735
35.669770024129456,13.412686627777779,4.412854058888889,0.3290059763082687
35.59588708599457,13.412686627777779,4.400909614444444,0.3281154429814327
35.808217807823866,13.412686627777779,4.435354058888889,0.33068349257509944
35.811624196363645,13.412686627777779,4.435909614444444,0.330724912729836
36.13254925577005,13.412686627777779,4.488687392222222,0.33465982742980926
36.03346469570404,13.412686627777779,4.472298503333334,0.3334379328650807
36.267733930553966,13.412686627777779,4.511187392222222,0.33633734369664
36.43985451205605,13.412686627777779,4.540076281111111,0.3384911917429412
36.55150508176402,13.412686627777779,4.5589651700000005,0.33989947700398426
36.788820050406315,13.412686627777779,4.599520725555556,0.34292314829975323
37.19687260032998,13.412686627777779,4.670631836666667,0.348224928106033
37.18427861216199,13.412686627777779,4.668409614444445,0.3480592474870867
37.39542091330514,13.412686627777779,4.705909614444445,0.3508551079318046
37.826861734903915,13.412686627777779,4.784242947777778,0.35669534974965966
38.06871164925185,13.412686627777779,4.829242947777778,0.3600503822833211
38.28139417153324,13.412686627777779,4.869520725555556,0.36305334350172175
38.303189360986124,13.412686627777779,4.873687392222222,0.36336399466224595
38.407263266478964,13.412686627777779,4.893687392222223,0.3648551202327622
38.304640989908734,13.412686627777779,4.87396517,0.36338470473961426
38.57303475645221,13.412686627777779,4.9259096144444445,0.3672574892074827
38.74342365373604,13.412686627777779,4.959520725555556,0.3697634085690446
38.92220138222817,13.412686627777779,4.995354058888889,0.3724350085495528
38.97429335521121,13.412686627777779,5.005909614444445,0.37322199148954743
39.0817513663605,13.412686627777779,5.027854058888889,0.3748580876016416
39.0912181417466,13.412686627777779,5.029798503333334,0.37500305814321955
39.15723464230014,13.412686627777779,5.043409614444445,0.3760178519342653
39.141107993180896,13.412686627777779,5.040076281111111,0.3757693310058459
39.173334869807,13.412686627777779,5.046742947777778,0.37626637286268466
39.17601567024694,13.412686627777779,5.047298503333334,0.37630779301742123
39.198772788867494,13.412686627777779,5.052020725555556,0.376659864332682
39.57872301128227,13.412686627777779,5.1325762811111115,0.3826657867694833
39.79784458122984,13.412686627777779,5.180631836666667,0.3862486301541958
39.919430436659525,13.412686627777779,5.2078540588888895,0.3882782177362873
39.94156111140089,13.412686627777779,5.212854058888889,0.3886509991289163
39.942788754409705,13.412686627777779,5.213131836666667,0.38867170920628463
39.92927403252686,13.412686627777779,5.210076281111111,0.3884438983552335
40.41354207266625,13.412686627777779,5.323131836666667,0.39687289984412366
40.8272031802513,13.412686627777779,5.42646517,0.40457704862512395
40.83686129279043,13.412686627777779,5.428965170000001,0.4047634393214385
40.82935086929023,13.412686627777779,5.427020725555556,0.4046184687798605
40.84650271532268,13.412686627777779,5.43146517,0.40494983001775303
40.95145363279165,13.412686627777779,5.45896517,0.4070001276772128
41.00991935220554,13.412686627777779,5.474520725555556,0.4081598920098365
41.09128511209939,13.412686627777779,5.4964651700000005,0.40979598812193063
41.21037889240316,13.412686627777779,5.529242947777778,0.4122397772513877
41.19040008469467,13.412686627777779,5.5236873922222225,0.4118255757040221
41.12894350239987,13.412686627777779,5.506742947777778,0.410562260984557
41.435921186757206,13.412686627777779,5.593687392222223,0.41704451520082875
41.43497370545805,13.412686627777779,5.593409614444445,0.4170238051234605
41.54159948006444,13.412686627777779,5.625076281111111,0.41938475394344443
41.542522380308704,13.412686627777779,5.625354058888889,0.41940546402081275
41.54436753149232,13.412686627777779,5.625909614444445,0.4194468841755493
41.5535802973503,13.412686627777779,5.628687392222223,0.4196539849492321
41.562771403586446,13.412686627777779,5.63146517,0.4198610857229149
41.534208488444804,13.412686627777779,5.62285405888889,0.4192190733244982
41.56552450976645,13.412686627777779,5.632298503333334,0.41992321595501975
41.54159948006444,13.412686627777779,5.625076281111111,0.41938475394344443
41.606586770782265,13.412686627777779,5.644798503333334,0.42085516943659235
41.543445064122444,13.412686627777779,5.625631836666667,0.419426174098181
41.678498537073864,13.412686627777779,5.667020725555556,0.4225119756260548
41.6120285039059,13.412686627777779,5.64646517,0.42097942990080206
